Citra,energy0,contras0,homogenity0,correlation0,energy45,contras45,homogenity45,correlation45,energy90,contras90,homogenity90,correlation90,energy135,contras135,homogenity135,correlation135,energy_mean,contras_mean,homogenity_mean,correlation_mean,Class
Apple Golden 1/251_100.jpg,0.01589892011369374,0.18599748035893943,141.95223515003045,0.9810441039646045,0.01175769447045254,0.0030092355157452164,4715.578421495484,0.274603043247791,0.02412737771237317,0.001050056992873286,4595.865480912161,1.1683909837512374,0.01169508438380008,0.003396759410483386,4755.197149248248,0.2685013146235272,0.01169508438380008,0.003396759410483386,4755.197149248248,0.2685013146235272,Golden_1
Apple Golden 1/177_100.jpg,0.01662090944599314,0.20552101016805951,95.49608763693189,0.9867433310201127,0.01222640224554799,0.0020076324397547275,4551.975354228722,0.26162506968886756,0.022860161707157305,0.0009549383890105278,4486.248747612748,1.2253881032342115,0.011959329373007331,0.0031837234349460356,4603.527528191638,0.25331134657531934,0.011959329373007331,0.0031837234349460356,4603.527528191638,0.25331134657531934,Golden_1
Apple Golden 1/r_28_100.jpg,0.017140280224723706,0.22440565290206,136.1500986595892,0.980801141671867,0.012009846530580797,0.0027051993773923,4528.394239218127,0.25690531547950307,0.02231233696594716,0.0011940458745607185,4425.012794024932,1.2156222507184313,0.011896027334667386,0.0027399349117673746,4585.5959804875365,0.24785929138423687,0.011896027334667386,0.0027399349117673746,4585.5959804875365,0.24785929138423687,Golden_1
Apple Golden 1/r_260_100.jpg,0.0156354680131131,0.19151316471973626,176.58617404912667,0.9749256915737461,0.010977599123457651,0.004623818540544066,3756.6750266531003,0.40283497491881276,0.02006750269379395,0.0017908323383569002,3623.8405953499673,1.0272872868821232,0.01134621058641245,0.00472069787607296,3827.8164956218425,0.3915919550520653,0.01134621058641245,0.00472069787607296,3827.8164956218425,0.3915919550520653,Golden_1
Apple Golden 1/r_207_100.jpg,0.01460682457712066,0.17024434677156486,142.41368986868073,0.9791430249154162,0.010402820986366948,0.0031265572615472945,3787.766957208871,0.3757700634038629,0.02047321916549267,0.0009950246927591657,3692.3513689374545,1.0839609158912942,0.01035030713616216,0.0035025247015452953,3869.7225585643764,0.3621984532338766,0.01035030713616216,0.0035025247015452953,3869.7225585643764,0.3621984532338766,Golden_1
Apple Golden 1/r_187_100.jpg,0.014593903267184677,0.162604025182376,166.73246240729506,0.9754836835254108,0.010388316423832825,0.003740297923653881,3666.7249446333303,0.39968902043695276,0.020318276429107794,0.0012962509674267512,3540.0658835750446,1.0459097475675074,0.010322576041582774,0.004140230600335977,3742.6457869054707,0.38729343723686793,0.010322576041582774,0.004140230600335977,3742.6457869054707,0.38729343723686793,Golden_1
Apple Golden 1/195_100.jpg,0.016096070275816235,0.20849543966694709,216.98237735592525,0.9742646707869442,0.011514898453205498,0.0027812813933809533,4677.581179954808,0.37479358989931566,0.021799468779088987,0.000951719431049104,4494.3168637055605,1.0460662335875963,0.011534109889885118,0.002014478900660831,4740.058813844971,0.3665102444480165,0.011534109889885118,0.002014478900660831,4740.058813844971,0.3665102444480165,Golden_1
Apple Golden 1/r_162_100.jpg,0.014396119765262737,0.14812474496178343,206.08260189154421,0.9668350654646087,0.010468489821335499,0.004817290161164143,3611.617724523067,0.3429581741806179,0.01959342278865086,0.0010111141488957959,3434.395838955665,1.0750046422906128,0.010469107999084066,0.00487668772930466,3661.340993554592,0.33399932523116344,0.010469107999084066,0.00487668772930466,3661.340993554592,0.33399932523116344,Golden_1
Apple Golden 1/265_100.jpg,0.018182893098952845,0.2533156259549092,103.73525209226344,0.9863785742685532,0.012781521413707307,0.0021570530303682946,4877.084267297861,0.2596328466698181,0.02618026627275536,0.0012150474294098145,4792.749013801245,1.2057970876942024,0.013181457147299788,0.0027416254149141223,4906.750969386347,0.25516050814922403,0.013181457147299788,0.0027416254149141223,4906.750969386347,0.25516050814922403,Golden_1
Apple Golden 1/r_234_100.jpg,0.015193746031962952,0.1712602716223778,181.48887528067021,0.9701932282596598,0.010796811080073335,0.0031090416455077253,3901.4051932723123,0.2514114237818849,0.019559146690905277,0.0015180282550004314,3765.3738807460213,1.171412933792821,0.010853588108230802,0.0033034299346792243,3968.9847304708596,0.2395297587233427,0.010853588108230802,0.0033034299346792243,3968.9847304708596,0.2395297587233427,Golden_1
Apple Golden 1/196_100.jpg,0.01579608903553114,0.20029709242726879,213.9514866979685,0.9747232745658314,0.011357357202278177,0.003137013781345109,4587.8475305118955,0.39214440565700986,0.02168190014207976,0.0010123247895349398,4410.535644069858,1.0291742646107427,0.0114800138698192,0.0025008321020705553,4653.989543386801,0.38351545720933794,0.0114800138698192,0.0025008321020705553,4653.989543386801,0.38351545720933794,Golden_1
Apple Golden 1/239_100.jpg,0.015684542841713212,0.1799469039428545,148.071443151664,0.9794208517432041,0.01164892249807788,0.0033678859960460266,4790.235133324045,0.22327897539404498,0.02414096558446131,0.0009623586430276966,4659.26346649651,1.1991296310014266,0.011822919840146169,0.003744094546514466,4819.76949315945,0.218504178568561,0.011822919840146169,0.003744094546514466,4819.76949315945,0.218504178568561,Golden_1
Apple Golden 1/315_100.jpg,0.0195722553797714,0.29156424082133797,176.38320745730442,0.977191092377825,0.01310915153841151,0.0023422174661917447,4805.208223615419,0.2895425651904441,0.02587936511425468,0.0011450300316809857,4651.532619959393,1.1680814099309325,0.013523932546542609,0.0018471488859542022,4851.3368234128875,0.28305107275668445,0.013523932546542609,0.0018471488859542022,4851.3368234128875,0.28305107275668445,Golden_1
Apple Golden 1/r_116_100.jpg,0.013988528040670833,0.16685418072203448,214.78675920256026,0.9736523751347702,0.009998040765760054,0.0058129410346864216,3662.895273676792,0.5162743361405306,0.017094655025525617,0.0017913579777017713,3495.6694107650233,0.9179068379634665,0.00995992635286008,0.005536088317432657,3737.8879140132026,0.5064024013468673,0.00995992635286008,0.005536088317432657,3737.8879140132026,0.5064024013468673,Golden_1
Apple Golden 1/r_275_100.jpg,0.016320150317271617,0.20804194960906278,145.66442131047143,0.9791058935781352,0.011295553623614611,0.0034545942796325693,3820.765043822961,0.3847917700365235,0.02159600237312697,0.0013517233233735308,3698.0872120130243,1.0470500874620257,0.011786657717432904,0.004091127629325108,3859.7140613547504,0.37881248592398914,0.011786657717432904,0.004091127629325108,3859.7140613547504,0.37881248592398914,Golden_1
Apple Golden 1/r_103_100.jpg,0.014656579769893143,0.17671708498049477,267.73579642104,0.9700423003402004,0.010329022157801656,0.006809138010189386,3970.674327563583,0.5236126644737276,0.017606489786676678,0.0016906360436761865,3760.9867027893697,0.8937167845545458,0.010309919371778114,0.0052591930578266746,4062.9535653339467,0.5122471643039319,0.010309919371778114,0.0052591930578266746,4062.9535653339467,0.5122471643039319,Golden_1
Apple Golden 1/r_118_100.jpg,0.013750784143790273,0.1610077973825051,204.96686398584964,0.9743971852158589,0.009884639554235877,0.005429537021626868,3637.1523591043774,0.5101792405818527,0.017104994080929806,0.001486877741550468,3476.741266408322,0.9247353106585082,0.00980314860413098,0.005384043829850235,3712.6307522472093,0.5004439220231278,0.00980314860413098,0.005384043829850235,3712.6307522472093,0.5004439220231278,Golden_1
Apple Golden 1/227_100.jpg,0.015453344957361502,0.18126724302297426,150.4221269646869,0.9796916193626531,0.01125675877323096,0.0032871736873266067,4772.71878988941,0.2532207776146932,0.022951620713789714,0.0009409603296978456,4636.099144861676,1.1589019591254999,0.011402841348437725,0.003256023790455442,4795.852239937634,0.2495606885787866,0.011402841348437725,0.003256023790455442,4795.852239937634,0.2495606885787866,Golden_1
Apple Golden 1/r_209_100.jpg,0.014744601447316142,0.17121624445009032,149.73436755800495,0.9779118889373043,0.010448767044348013,0.003402791695544564,3815.771276086021,0.36471414442491085,0.02041846834345724,0.0010136774641593216,3709.8224437582594,1.0934079289951812,0.01038420345776704,0.0029614950820881043,3892.477071379381,0.352188441613249,0.01038420345776704,0.0029614950820881043,3892.477071379381,0.352188441613249,Golden_1
Apple Golden 1/r_243_100.jpg,0.014985578523737593,0.16331342581046848,214.06620398720943,0.9659029332796373,0.010777510374099504,0.0035169644783671467,3897.6715038477087,0.2777393129852129,0.019862033033556693,0.0013752679891838287,3742.9875187738785,1.1529721408702962,0.010936477627096063,0.002796663841733002,3983.0238787143753,0.2626511407536304,0.010936477627096063,0.002796663841733002,3983.0238787143753,0.2626511407536304,Golden_1
Apple Golden 1/r_109_100.jpg,0.014379065604724484,0.16834066872436076,247.72538613322558,0.971306471654111,0.010165131783902508,0.005589841766919425,3861.9359858541766,0.5200329174870497,0.017500015598723617,0.0016290151481371112,3663.358324212083,0.9043182418166996,0.010161579536659096,0.004637608197212245,3939.791750008034,0.5102935412111061,0.010161579536659096,0.004637608197212245,3939.791750008034,0.5102935412111061,Golden_1
Apple Golden 1/r_282_100.jpg,0.016205641009662087,0.2067091861689023,154.31516636048127,0.9776413476719523,0.011261845018572312,0.0034378990298924127,3856.9644162839177,0.36968307869672257,0.02170392746127587,0.001204034998604124,3730.5183108164274,1.0618287787277008,0.011588581271310777,0.004615817484302831,3907.197828177783,0.3623394166684668,0.011588581271310777,0.004615817484302831,3907.197828177783,0.3623394166684668,Golden_1
Apple Golden 1/r_285_100.jpg,0.01643463644174565,0.21470773833714676,157.04871742532532,0.9772234890588472,0.011413182813864421,0.0034385006520382304,3925.630375417604,0.35714174942471305,0.021481220498257955,0.0012649449713695456,3796.1935139546003,1.0689011723722643,0.011711975230256464,0.005063738728115869,3973.748055262454,0.34993410639233835,0.011711975230256464,0.005063738728115869,3973.748055262454,0.34993410639233835,Golden_1
Apple Golden 1/0_100.jpg,0.02044943442049563,0.2928714993172457,150.1420698101653,0.9787991696575642,0.013053056710577831,0.004484899931876107,4049.1380898121715,0.3605082455510068,0.024232806652293756,0.0018765690407272497,3914.28590328422,1.1225549756072593,0.013376927682340294,0.0032356870895211397,4083.7819456991556,0.355164861076253,0.013376927682340294,0.0032356870895211397,4083.7819456991556,0.355164861076253,Golden_1
Apple Golden 1/307_100.jpg,0.020010214481966597,0.2896362156846963,140.71647274954148,0.9822917522671669,0.013458224790970655,0.0022533381023764044,4742.542373351618,0.3217798822380318,0.025425497527750373,0.0010689998444985737,4620.768446318939,1.142565671929618,0.01379539576634995,0.0028505069296284064,4782.880270277503,0.31605267477571247,0.01379539576634995,0.0028505069296284064,4782.880270277503,0.31605267477571247,Golden_1
Apple Golden 1/r_16_100.jpg,0.01731722776140756,0.2201844215964719,163.5026876233253,0.9764511442606545,0.012188885621489171,0.0027747041861967752,4350.347535737039,0.2758162855545903,0.023171321692549048,0.001002307788841976,4217.860763956254,1.163771459668948,0.012048502722663201,0.003056570203530522,4408.457175300249,0.2657441440086926,0.012048502722663201,0.003056570203530522,4408.457175300249,0.2657441440086926,Golden_1
Apple Golden 1/r_21_100.jpg,0.017108514030467512,0.21959653014316843,153.56678233653125,0.9779720924434346,0.012074069612743684,0.002875698379812122,4455.50112937872,0.25702492556966666,0.022673113534751828,0.0010148120900616317,4333.452760034549,1.1921358055495406,0.011832381081291888,0.0030317880098874083,4512.579901292261,0.2474602332315908,0.011832381081291888,0.0030317880098874083,4512.579901292261,0.2474602332315908,Golden_1
Apple Golden 1/289_100.jpg,0.020584709071431197,0.28720791511927574,141.46989181465665,0.981517535864341,0.014004116749206232,0.0022339000213151545,4938.123223787342,0.25713507619549125,0.028196361281150398,0.001052773068918874,4812.755343661145,1.1564231402218301,0.014598441784869817,0.002372511369701856,4972.007832977557,0.2521153038071933,0.014598441784869817,0.002372511369701856,4972.007832977557,0.2521153038071933,Golden_1
Apple Golden 1/122_100.jpg,0.013183566085913822,0.11770992976488746,213.53140096618338,0.9609268856754593,0.010106125693906141,0.0058663879458835475,3285.197217205965,0.31080139759288217,0.019585123679282362,0.0009681633178006933,3092.8347308658667,1.1174514909012423,0.01008156695473331,0.005164677884147098,3322.6111679491805,0.3027934777427745,0.01008156695473331,0.005164677884147098,3322.6111679491805,0.3027934777427745,Golden_1
Apple Golden 1/16_100.jpg,0.01829723648013342,0.25112436695214774,247.80594679186353,0.9666266950011624,0.012938038279516707,0.0027459955071633116,4601.741484431729,0.2955345635243589,0.024855016978555754,0.0011501644632224762,4385.472884550897,1.13870738982975,0.012811743036368282,0.0019908592855510695,4669.698588926156,0.2851336180661668,0.012811743036368282,0.0019908592855510695,4669.698588926156,0.2851336180661668,Golden_1
Apple Golden 1/r_15_100.jpg,0.01740722123628029,0.22528216895561382,164.97128665714004,0.9759999672823968,0.012226208663109445,0.0025425366167740734,4361.48025015681,0.2645118820195835,0.023053324135524442,0.0010606375217420921,4224.806701379479,1.179553279541865,0.012098526591204826,0.003556068474832131,4415.523196928687,0.25514364134924544,0.012098526591204826,0.003556068474832131,4415.523196928687,0.25514364134924544,Golden_1
Apple Golden 1/233_100.jpg,0.015257523778392706,0.17722790646923947,155.1368306457103,0.9786493109404153,0.011274574278074585,0.0030447259435806948,4821.931027332366,0.22690070820472963,0.02284593139131896,0.0009357769161168671,4681.070291911709,1.1841793629020332,0.011418834354630456,0.0033722680290420243,4844.3294285433185,0.2233126530755633,0.011418834354630456,0.0033722680290420243,4844.3294285433185,0.2233126530755633,Golden_1
Apple Golden 1/r_106_100.jpg,0.014569138491972868,0.17959895646158192,269.20174185208157,0.9693931561706709,0.010234559609103994,0.005118023319278175,3883.4563936872205,0.5268378650700279,0.01768141454697518,0.0019041850865669549,3679.12860483455,0.8998647020671857,0.010190515453564739,0.005938814528604979,3981.2605499142137,0.515003747381824,0.010190515453564739,0.005938814528604979,3981.2605499142137,0.515003747381824,Golden_1
Apple Golden 1/r_104_100.jpg,0.014558409906835608,0.1739720473643854,273.6565285432428,0.9692022041721101,0.010268846856442282,0.006359948728155673,3936.911588583285,0.5250007810893185,0.017669632731921927,0.0015717172186214205,3722.9723407236106,0.8932976861844892,0.010382365742285031,0.005431154790027359,4030.8229382941495,0.513930354778495,0.010382365742285031,0.005431154790027359,4030.8229382941495,0.513930354778495,Golden_1
Apple Golden 1/262_100.jpg,0.01758115321445342,0.22979371489394002,122.48159488330961,0.9839775770161686,0.01242706364500676,0.002161340061963605,4768.453054556057,0.2834428378035939,0.025284309902234254,0.0010889481713330137,4667.1871699880285,1.172489565532338,0.01252453271263849,0.003275795184401996,4803.77836383031,0.2782118606692124,0.01252453271263849,0.003275795184401996,4803.77836383031,0.2782118606692124,Golden_1
Apple Golden 1/142_100.jpg,0.01499600150286541,0.16045886702614343,141.79349527114292,0.9749354593673297,0.010912235615662208,0.0041121144313646454,3613.1542803852235,0.25521447927560703,0.02292161786278322,0.0009330671605700952,3493.098475082065,1.183841682492075,0.01090749044842134,0.004443132774853937,3650.319940654922,0.2477665646806061,0.01090749044842134,0.004443132774853937,3650.319940654922,0.2477665646806061,Golden_1
Apple Golden 1/r_188_100.jpg,0.014708370105069448,0.16537575451525954,159.0276927264071,0.9766573281484348,0.010396574112073103,0.0035967148667510698,3642.6485383908994,0.40467294144831023,0.02035795152707324,0.0010868726825532943,3522.2366746773464,1.043920166049015,0.010363874412693827,0.0032307172602697165,3716.0532948951613,0.3930909915421765,0.010363874412693827,0.0032307172602697165,3716.0532948951613,0.3930909915421765,Golden_1
Apple Golden 1/114_100.jpg,0.013089823238143143,0.12415953107622088,209.06198543920587,0.9634813148296184,0.01003993087713243,0.006191370618230087,3337.954083272297,0.33844306166473404,0.019735771673229912,0.0009165865493406174,3142.149571888848,1.0801072052973675,0.010038354483176599,0.0055103056959427245,3361.302495109186,0.3338308661734903,0.010038354483176599,0.0055103056959427245,3361.302495109186,0.3338308661734903,Golden_1
Apple Golden 1/r_123_100.jpg,0.013725004086266071,0.159087436732441,193.49431856841628,0.9748924807211695,0.00991016173868585,0.0054432067539855735,3625.288651323423,0.49008471048271873,0.01717969296888038,0.0015514041996452254,3470.8088244301803,0.939801993708122,0.009884868751514477,0.005161354163542329,3688.6120837665603,0.48126803104917154,0.009884868751514477,0.005161354163542329,3688.6120837665603,0.48126803104917154,Golden_1
Apple Golden 1/r_186_100.jpg,0.014660448680965806,0.16742032502496534,165.54160713070814,0.9755450873410072,0.010443053658090175,0.003655784389791398,3654.099759323064,0.3983098632147493,0.02065946674978261,0.0010891448762695769,3527.3838485597034,1.0484880383598698,0.010412269711233187,0.0036582917183161584,3728.6039783499614,0.3860971323352822,0.010412269711233187,0.0036582917183161584,3728.6039783499614,0.3860971323352822,Golden_1
Apple Golden 1/299_100.jpg,0.019951594187952986,0.27918425687373116,134.71341090018404,0.9829024482750527,0.013605604806796146,0.0023744404146703,4778.779233943343,0.3080310832866396,0.028014077796313347,0.0011684793753322792,4661.092314991587,1.1351193881398216,0.014036679658687698,0.0022147955542756014,4808.518531719337,0.3040408434606661,0.014036679658687698,0.0022147955542756014,4808.518531719337,0.3040408434606661,Golden_1
Apple Golden 1/r_302_100.jpg,0.016747165685321055,0.2180976364291673,177.29039940123883,0.9741876261213949,0.011863933156884856,0.0032433934850694384,4101.894814817709,0.318649301842915,0.0214848763685817,0.0011561084843690666,3952.4532083130935,1.089749234756761,0.011811626885287446,0.003449411654071618,4155.523671110441,0.3095558496938457,0.011811626885287446,0.003449411654071618,4155.523671110441,0.3095558496938457,Golden_1
Apple Golden 1/r_101_100.jpg,0.01480476392007677,0.18102965935277832,283.0075525617497,0.9685762620584937,0.010363488059806357,0.005876260573674891,4048.0547002297762,0.5170737654034332,0.01772200307222427,0.0017726874067033555,3826.1327471270656,0.8920405914696088,0.010362569042695495,0.004943875037298658,4142.224526252778,0.5065251831142593,0.010362569042695495,0.004943875037298658,4142.224526252778,0.5065251831142593,Golden_1
Apple Golden 1/27_100.jpg,0.0176708505427802,0.23227839799346633,196.8226168605841,0.9740582028216898,0.01252952564137231,0.003060865574526796,4587.3173612222445,0.31351397123722813,0.022792015652610534,0.0010254011562368917,4423.907796891154,1.0986522664061866,0.012171717510270123,0.002959401992772216,4654.368089376439,0.30357855887344853,0.012171717510270123,0.002959401992772216,4654.368089376439,0.30357855887344853,Golden_1
Apple Golden 1/r_14_100.jpg,0.017332459453237914,0.2222201626726639,164.79989113424438,0.9759372806466707,0.01217606734604512,0.002827890934106843,4344.471558311137,0.2654725438586062,0.022376162308871798,0.0010404117798273299,4209.048104434047,1.1721693349389517,0.012080630818479323,0.0029227544004673586,4400.211965313601,0.2563164296859835,0.012080630818479323,0.0029227544004673586,4400.211965313601,0.2563164296859835,Golden_1
Apple Golden 1/r_140_100.jpg,0.014107661426831144,0.1518799803408072,173.46431244471717,0.9740216177509541,0.010288119565679531,0.004621045359013181,3590.686341903475,0.4031919934742448,0.01786591434523694,0.0013006781134770658,3447.926404050815,1.000906138225705,0.010254944875362382,0.004736046281795319,3642.1779698343985,0.39467827623429264,0.010254944875362382,0.004736046281795319,3642.1779698343985,0.39467827623429264,Golden_1
Apple Golden 1/117_100.jpg,0.013131667275669768,0.12178505225743064,213.24862216778908,0.9619455888110204,0.010043577504304424,0.006784390874166806,3340.7717367712985,0.3204350203412136,0.01992059407148184,0.0009485209236825428,3139.971306166306,1.1008056621345803,0.01008186684117455,0.005134113528695268,3363.660472630761,0.3157937686721711,0.01008186684117455,0.005134113528695268,3363.660472630761,0.3157937686721711,Golden_1
Apple Golden 1/281_100.jpg,0.020293078896490378,0.2845408845896955,128.10941008369147,0.9829120494747308,0.014044217178207521,0.002275771155505358,4961.5156760292075,0.2320425055150194,0.02855897809263645,0.0011004252884533696,4849.877208006829,1.1874825320229756,0.014470872599636142,0.001718254416097271,4993.100814084218,0.22717171223716698,0.014470872599636142,0.001718254416097271,4993.100814084218,0.22717171223716698,Golden_1
Apple Golden 1/r_225_100.jpg,0.014768288325312913,0.15497422312331793,163.51806491120524,0.9737547611894916,0.010634267982769292,0.003266375353882525,3916.8804488278943,0.26966578784135514,0.019911258684119457,0.001347958672883219,3802.837963518801,1.1598779431775934,0.010657955002651534,0.0032744923596416987,3993.5357524203478,0.2561326279207461,0.010657955002651534,0.0032744923596416987,3993.5357524203478,0.2561326279207461,Golden_1
Apple Golden 1/r_312_100.jpg,0.016860056589428834,0.21610911953733464,164.62516159760534,0.9759614527526006,0.011937885726137073,0.003382458494847391,4230.041088392808,0.28890280258193296,0.022124650579623754,0.0010161734208002887,4095.6669769326268,1.1344856552574745,0.011870351875152459,0.003114039266716691,4288.665442083918,0.2787879530487556,0.011870351875152459,0.003114039266716691,4288.665442083918,0.2787879530487556,Golden_1
Apple Golden 1/10_100.jpg,0.019278577592353307,0.27654438243365803,201.9051507110293,0.971934016373288,0.012921336390650165,0.003280743894169828,4445.319206567068,0.29740758984866417,0.024103555360050547,0.001609022028991874,4263.655577921178,1.1606602858535087,0.013025199318557104,0.0023201574902454126,4490.689116805793,0.29058132442853357,0.013025199318557104,0.0023201574902454126,4490.689116805793,0.29058132442853357,Golden_1
Apple Golden 1/131_100.jpg,0.013938547094346374,0.13236235531237225,163.12791726202647,0.9703369644994988,0.010478963984009305,0.00490656260931424,3366.986440240582,0.29216719197205787,0.0208690091184806,0.000962669061258259,3221.698294708654,1.1541935273851283,0.010520972905933353,0.0060120069941966845,3395.955678977224,0.28606415769074867,0.010520972905933353,0.0060120069941966845,3395.955678977224,0.28606415769074867,Golden_1
Apple Golden 1/r_299_100.jpg,0.01674474665832846,0.21438755684704483,176.63053684425438,0.974348676949831,0.011640405641743637,0.0032527426681107073,4112.599819424071,0.3191539217894941,0.0220392852429352,0.0012172386577375747,3965.7822262680593,1.0868544301582033,0.011841586896002008,0.0035495470103800698,4168.3516463138285,0.31001444872194833,0.011841586896002008,0.0035495470103800698,4168.3516463138285,0.31001444872194833,Golden_1
Apple Golden 1/28_100.jpg,0.017623826218591414,0.22893287468586848,201.90031979315506,0.9732558706447964,0.012362800551516949,0.002822880841696305,4552.687508962063,0.31469713944404404,0.02280045355353666,0.001187209339226426,4380.651432246452,1.1025641548235299,0.012143442112429676,0.0028502388798218436,4612.844540405671,0.30568955818531585,0.012143442112429676,0.0028502388798218436,4612.844540405671,0.30568955818531585,Golden_1
Apple Golden 1/r_276_100.jpg,0.016385265276231336,0.211820106442751,148.37293325168483,0.9785957531283057,0.011405652041115644,0.0036690931287103015,3801.845226342806,0.3842057326603185,0.021754734072758235,0.0012015569209719273,3675.9551928474552,1.0488649375067718,0.011990368245812462,0.004149155662007161,3842.001934401078,0.37830027199637745,0.011990368245812462,0.004149155662007161,3842.001934401078,0.37830027199637745,Golden_1
Apple Golden 1/r_136_100.jpg,0.014074560326221744,0.15382380190879416,175.5464380485822,0.9744154424997322,0.010182295824615654,0.00440515125303301,3566.3221294456384,0.4265247491312759,0.017618873487113537,0.0014931799989469777,3422.4726376789517,0.9839822358354455,0.010139230923202982,0.005055050307431743,3615.7735965548904,0.4185583214928547,0.010139230923202982,0.005055050307431743,3615.7735965548904,0.4185583214928547,Golden_1
Apple Golden 1/298_100.jpg,0.0199596559891524,0.2822165317836163,128.49527114377156,0.9835985660397704,0.013626639810840377,0.0024727161828113986,4763.679303528031,0.3063111563334421,0.0286002999643315,0.001143166719868271,4653.771521202135,1.1305226865579825,0.014140912863824594,0.0018612138381095596,4796.655961988391,0.3018616110518252,0.014140912863824594,0.0018612138381095596,4796.655961988391,0.3018616110518252,Golden_1
